col_name,data_type,comment
VO_MOB_CNT_CHRG_WK1,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_CHRG_WK2,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_CHRG_WK3,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_CHRG_WK4,int,"Indicates Number of Occurences of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_FREE_M1,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_FREE_M3,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_FREE_M6,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_FREE_WK1,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_FREE_WK2,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_FREE_WK3,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_FREE_WK4,int,"Indicates Number of Occurences of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_IB_M1,int,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_M3,int,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_M6,int,Monthly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK1,int,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK2,int,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK3,int,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_IB_WK4,int,Weekly Voice Mobile Inbound Count
VO_MOB_CNT_M1,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_M3,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_M6,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_OFFNT_M1,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_OFFNT_M3,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_OFFNT_M6,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_OFFNT_WK1,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_OFFNT_WK2,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_OFFNT_WK3,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_OFFNT_WK4,int,"Indicates Number of Occurences of Total to Mobile Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_ONNT_M1,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_ONNT_M3,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_ONNT_M6,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_CNT_ONNT_WK1,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_ONNT_WK2,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_ONNT_WK3,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_ONNT_WK4,int,"Indicates Number of Occurences of Total to Mobile Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WK1,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WK2,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WK3,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WK4,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WKDAY_M1,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_CNT_WKEND_M1,int,"Indicates Number of Occurences of Total to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_CHRG_M1,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_CHRG_M3,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_CHRG_M6,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_CHRG_WK1,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_CHRG_WK2,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_CHRG_WK3,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_CHRG_WK4,int,"Indicates Rounded Minutes of Charged to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_FREE_M1,int,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_FREE_M3,int,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_FREE_M6,int,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_MOB_MOU_FREE_WK1,int,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_MOB_MOU_FREE_WK2,int,"Indicates Rounded Minutes of Free to Mobile Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
